severity	check	path	line	message	suggestion	snippet
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	347	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Um…. Is that mirror supposed to be magical?␠ (If not, could be a fey communication device?␠ If not supposed to be or not known to be magi...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	350	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Celyn - I think this is your department.␠ Emeric - were these items already here, or arrived recently?␠Again, with the steward’s assent a...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	358	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> How far away IS Rinberg?␠ I don’t think we can make it that fast? And there’s 2 more fey to respond to.␠ Assuming I have a free spell slo...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	360	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Website is at␠[https://msackton.github.io/taelgarverse1720/](https://msackton.github.io/taelgarverse1720/)␠- that's an␠old link. It is 65 m...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	368	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Possible Message (pending commentary from another party member):␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	370	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Complications.␠ Fey replaced clerk. ␠2 more known to south needing management immediately.␠ Possible necromancy needs investigating.␠ Unl...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	372	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> ␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	378	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Does he report to Magistrate Rosseau?␠ Site down means I can’t check what Veltor means. ␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	380	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> ␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	384	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠> We want to make sure that there are no lingering artifacts that could exert undue influence on the baron before she returns tomorrow, so...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	388	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Yes, my assumption is that you searched the fey tower and the baroness' tower thoroughly␠and the rest briefly. None of these folk are objec...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	392	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	One other general note, Emeric is happy for you to pick locks and so forth. If there is something he or Perette (the chamberlain) don't wan...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	408	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn’s expression shifts to something of a glare as he looks at the dead fey, and after a pause he actually _growls_, “Honorable is for th...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	410	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The chaos does not appear to affect him at all; in fact, for the first minute or two of it, once he has put Silverthorn back into its state...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	412	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Which he mostly treats with a certain benign curiosity.␠ (Unsurprising to the party, possibly disconcerting to the ordinary folks who saw h...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	423	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> full disclosure I am off meds at the moment due to a shortage and so my cope is lower than normal, so I was struggling with feeling overw...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	427	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> 1. I think we do what we can quickly tonight and tomorrow. Buit Izgil increasingly is unsure we should be here when the baronnes arrives....
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	431	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠> 3. We will send our letter to Ethelyn, but that will take days or weeks to come into play. We need allies to help us disentangle this an...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	435	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The implication of the sending from Lenora is that a secret necromancer is␠**not**␠a surprise to her, and she knows more than she can easil...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	442	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Obviously at some point we loot the magic items.␠ We should make sure to keep the bodies of the dusk hound and Areschera separated?␠ Ceyl...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	447	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	“I advise we prepare to burn the bodies.␠ We do not know the appropriate rites for the fey to do this properly according to their standards...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	449	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	He continues, with only the slightest pause, “I suggest this in part because I do not wish to extend the battle in other ways.␠ Given the r...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	451	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	He is not done, though; once he’s given that enough time to sink in he continues:␠ “I cannot recommend anything that the fey might consider...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Fey Aftermaths II.md	453	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Then he adds, “Besides, it is unacceptable to treat an opponent with such honor when she has been using her deceptions to bring about the t...
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	13	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The cave mouth is dark, whatever lights lit it extinguished. Viepuck is the first to notice two bears lumbering out of the cave mouth. It l...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	32	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	For general information: Celyn’s general vibe of upbeat, amiable distraction has been a bit dented the last day, since after Robin’s abduct...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	34	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	His general twitchiness may remind people that he says that the person he used to be was named after a bird - he has that sort of fluttery ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	51	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	([rummages in mails to refresh my memory] Ah yes the trans man with the possible dark side.␠ Celyn talked to him a fair amount because he g...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	53	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn shifts his attention towards the child as she appears, with a ripple of tension that fades near-immediately as she continues speaking...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Hunter Aftermaths.md	55	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	“Not the Wildling,” he says, going down to one knee to be closer to her height.␠ (He’s short but not THAT short.)␠ “But I have met your unc...
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Ida's Letter.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Ida's Letter.md	12	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The first is a formal order from her major, Edmund Hartwell [details of the army here:␠[https://msackton.github.io/taelgarverse1720/groups/...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Ida's Letter.md	16	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	To all detached␠garrisons of the Enst Regiment:
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Ida's Letter.md	20	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Due to the recent unrest, General␠Ilsa Lemoine orders all companies␠and garrisons not currently marching to Dunmore to immediately depart f...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Ida's Letter.md	42	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Damnit, you need to let me know what you are thinking. The lack of response to my previous letter is deeply concerning, as it the lack of n...
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Loose Ends (Email).md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	5	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck at some point when the chaos starts winding down will note that he is intending to meet Lenora before either we or she leaves.␠ Thi...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	7	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	When Lenora is finally spotted, assuming we spot her first, Viepuck will sort of que-up-to-be-noticed.␠ A bit hesitant, not wanting to get ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	9	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	V: um….␠ hi…. Hello.␠ Sir (appropriate paladin title?) Lenora?␠ Um.␠ Armand told me you were the one from….␠ I just wanted to get a chance ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	11	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck seems to lose some of the nervousness now, having done the thing that needed to be done, and regain a little bit of composure.␠ ␠He...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	13	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	And yes, that was vague and did not give any context.␠ I have no idea if she would recognize me/us from riding about and blasting skeletons...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	17	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Viepuck at some point when the chaos starts winding down will note that he is intending to meet Lenora before either we or she leaves.␠ T...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	19	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> When Lenora is finally spotted, assuming we spot her first, Viepuck will sort of que-up-to-be-noticed.␠ A bit hesitant, not wanting to ge...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	21	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> V: um….␠ hi…. Hello.␠ Sir (appropriate paladin title?) Lenora?␠ Um.␠ Armand told me you were the one from….␠ I just wanted to get a chanc...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	22	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	>␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	24	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Lenora looks up at this. You've not exactly interrupted her, but you've caught her grooming her pegasus and repacking her gear - she seems ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	35	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The best conceptual reaction to this is not really in-period, but roughly “my favorite rock star liked my demo tape!␠ Wheee!”␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	43	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck is a little flustered, Dan mentioned coming along roughly to give introductions, so probably steps in here to stabilize the situati...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	45	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	V: "Yes, apologies, I usually have a better composure, this has just been something I’ve wondered about since…. It was some years back.␠ I ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	47	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	"I couldn’t quite think straight for a few weeks after, and by that point things around me had settled, you were gone and no one told me wh...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	49	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	(Viepuck sort of trails off for a moment, half reliving, half realizing, half star-struck, slowly trying to gain composure.␠ The Mind Probe...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Meeting Lenora.md	52	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Lenora looks up. "Saving you? I am glad to see you, for I wished to share the Night Queen's blessing with you. I saw you on the battlefield...
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	5	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn’s family and the teenagers compiled from previous texts.␠ At ten thousand words into the thing I’m working on I can see the end and I...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	10	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Hywel Bettws: Celyn’s father; a stocky, broadshouldered white man with ginger-brown hair, a skilled vineyard worker, possibly a work group ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	16	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Cynog Bettws: Celyn’s oldest brother; white man with light brown/dirty blonde hair, seven or years older, vineyard worker, takes after his ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	18	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Pryce Bettws: Celyn’s youngest older sibling, pale blond like Celyn; he speaks extremely rarely, is even less likely to make eye contact th...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	26	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Aunt Dilys:␠ Olwen’s younger sister.␠ More physically robust than her sister but substantially higher strung.␠ Works in the vineyards.␠ Who...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	28	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Cousin Ilean: Six years older than Celyn, splits her time between fiber craft, fey diplomacy, and pick-up vineyard work in crunch times.␠ I...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	30	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Cousin Ifan: Big guy, goodnatured though he can be provoked into a fight, definite learning disabilities.␠ Associated a lot with the kids C...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	35	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Ellis and Llew are the young people from Clawyn most likely to have left the village to see the world more broadly.␠ The Crowther family ar...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	37	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	They are identical twins, Celyn’s age or slightly older; tall and slender, probably Asian or Native American in appearance?␠ Golden-brown s...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Random Celyn Background People.md	43	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	According to a website I dug up a while ago, the demographics of a medieval village of the size of Clawyn suggests about 20 people in their...
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Sembara Background Note - Royal Council.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Sembara Background Note - Royal Council.md	5	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	One background note, that at least Viepuck would definitely know. The Royal Council being called here is a specific legal thing - specifica...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Sembara Background Note - Royal Council.md	7	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	For example -- and this is very much just an example, I don't mean to imply you have any evidence this is true -- if the King had evidence ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Sembara Background Note - Royal Council.md	15	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	What is␠_supposed_␠to happen is the army goes and fights the trouble while the dukes and monarch gather to plan.
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	5	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	[meta: switching to the main list for the rest of this. Matt, the rough background here is that the party has witnessed the end of the sieg...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	9	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The Duke's camp is a busy place, and in the␠course of the evening, much information is exchanged. In particular, you speak for some time wi...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	13	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	From Marcel, you learn the basic lay of the land:␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	21	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The places are all on the map here, if you need context:␠[https://msackton.github.io/taelgarverse1720/gazetteer/greater-sembara/sembara/sem...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	25	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	* skeletons in␠Fellburn, just now defeated, and apparently the largest group anywhere
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	37	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As far as he knows, there have been no other reports, especially not from the areas north and east of Embry. His news from the south and we...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	41	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The random zombies and skeletons across the land seemed to have been focused in the broad band of Wisford and the baronies to the west, in ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	45	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Marcel has some concerns about how heavily they have stripped the guards of small villages and towns to build this army quickly. He explain...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	49	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	He also does report, however, that as best he knows (when combined with your reports), the roads are clear from Cleenseau to Eskbridge,␠Fel...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	57	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	From Yolande, you learn some more about the Night Queen's involvement. She tells you briefly of the premonitions she, and many others felt,...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	65	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Armand nods along to this, and mentions a centaur he knows, Omphale, a prophet, who lives in the Cleenseau Wood, near Windlea (not mapped, ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	74	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> Timing-wise, it seems like the evil mist globe came after␠the attacks. The zombie attacks in Cleenseau (when Beatrix miscarried) were the...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	76	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Marcel is pretty sure the Eskbridge skeletons emerged overnight Jan 4th - 5th. The Aveil zombies were well attested by January 7th, but he ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	80	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Recall also Ida was attacked January 7th and that group of skeletons took some time to walk to the road.␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	87	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> > Armand nods along to this, and mentions a centaur he knows, Omphale, a prophet, who lives in the Cleenseau Wood, near Windlea (not mapp...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	91	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> That is an important thing to note.␠ Does he know where in the wood?␠ We had considered venturing in, and it sounds like Aveil may still ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	93	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	>␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn - Duke's Camp.md	95	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Armand can give directions, which boil down to: a day's walk east of Windlea, along the Leandre (a brook that runs out of the wood). But Ar...
info	missing-h1	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	1	Note has no top-level H1 heading	Add a # heading if this note is meant to publish as a page.	
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	7	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	(1) I'm keeping this off the list for now in case anyone wants to preserve␠the ability to report this in game to Matt; I can forward him th...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	15	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	After emerging from the lake and accepting the hospitality of the grandee's of Rinburg in thanks for the defeat of the rotting eel (and per...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	19	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	January 18th is a sunny day, unseasonably warm, and the countryside flashes by, as the horses eat up the miles of the Great South Road. A r...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	36	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	In front of the Enstbain, spreading north, is a large and well established force of archers and pikemen, holding the hill itself and the gr...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	44	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	And riding above it all, a paladin in pure white metal plate mail, riding a black and silver pegasus, riding down wherever there is trouble...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	68	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Quick commentary - they mostly have it under control, I think our best use would be for river skeletons cleanup so that they don’t escape a...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	72	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Meeting up with other soldier groups can be done after, they seem to not particularly NEED us, except as possibly border skirmishers. ␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	76	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	I am not up for summarizing for Izgul in-character. ␠I vote main-list.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	80	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The party rides down the hill and the battle is joined. Mostly, the party takes␠a defensive position between the low foothills rising to Go...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	88	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As morning turns to afternoon, the reserves, positioned on the top of the Gotterbain, ride down from the hill, sweeping past the party in w...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	92	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	As the battle ends, the party looks around. To the north is the main battlefield, covered in bones, and some - but blessed few - dying or d...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	96	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	To the west, the road back towards Rinburg is empty, and to the south, the river rushes by unconcerned with mortal affairs.␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	124	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn’s first impulse is to check in with Robin to see if they can go see if any of the wounded can be saved, because this does not sound l...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	129	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Probably first wave at the woman on the pegasus, though more in greeting and less in “come over here”.␠ I’m sure she has things to do first...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	131	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Take 24 goodberries for the healing fund.␠ (If I can spend 3 spell slots and leave a 2nd-lvl in reserve. Otherwise 16, would like to have o...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	132	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck will largely follow Robin’s starting lead.␠ It may be sensible to deploy spreading out over the battlefield surveying, as more eyes...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	134	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	I can write a quick letter of introduction (or several in sequence) and send Es’Tiasilos to deliver them, though dog-with-letter probably a...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	136	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Mike - if I cast a Simple Image over Es’Tiasolos, can that move about with if that is the only spell I’m concentrating on?␠ Would it need t...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	150	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	FWIW, with the battle over, Armand's first priority is helping with healing as much as he can. He'll stick with the group assuming others a...
